Data Item,Statistical Area Level 2 (SA2) (2016 ASGS),SA2 Code (2016 ASGS),Mar-19,Jun-19,Sep-19,Dec-19
Smoothed unemployment rate (%),Underwood,311061335,3.9,3.9,3.7,3.5
Smoothed unemployment rate (%),Woodridge,311061336,23.8,25,24.6,24.3
Smoothed unemployment rate (%),Bowen,312011337,6.8,9.7,10.7,11
Smoothed unemployment rate (%),Broadsound - Nebo,312011338,1.6,2.2,2.4,2.5
Smoothed unemployment rate (%),Clermont,312011339,2.1,2.6,2.7,2.6
Smoothed unemployment rate (%),Collinsville,312011340,4.9,6.7,7.4,7.4
Smoothed unemployment rate (%),Moranbah,312011341,1.6,2,2.1,2
Smoothed unemployment rate (%),Andergrove - Beaconsfield,312021342,4.6,6.1,6.6,6.8
Smoothed unemployment rate (%),East Mackay,312021343,5.4,7.1,7.6,7.6
Smoothed unemployment rate (%),Eimeo - Rural View,312021344,3.2,4.1,4.4,4.4
Smoothed unemployment rate (%),Mackay,312021346,16.6,22.5,24.4,24.7
Smoothed unemployment rate (%),Mackay Harbour,312021347,1.1,1.7,1.7,1.7
Smoothed unemployment rate (%),Mount Pleasant - Glenella,312021348,2.1,2.9,3,3.1
Smoothed unemployment rate (%),North Mackay,312021349,7.9,10.5,11.2,11.1
Smoothed unemployment rate (%),Ooralea - Bakers Creek,312021350,2.6,3.8,4,3.9
Smoothed unemployment rate (%),Pioneer Valley,312021351,2.6,3.6,4,4.2
Smoothed unemployment rate (%),Sarina,312021352,5.1,7,7.8,8
Smoothed unemployment rate (%),Seaforth - Calen,312021353,3,4,4.4,4.6
Smoothed unemployment rate (%),Shoal Point - Bucasia,312021354,3.6,4.8,5.1,5.2
Smoothed unemployment rate (%),Slade Point,312021355,8.2,10.9,11.6,11.4
Smoothed unemployment rate (%),South Mackay,312021356,5.7,7.7,8.4,8.6
Smoothed unemployment rate (%),Walkerston - Eton,312021357,2.2,2.8,3,3
Smoothed unemployment rate (%),West Mackay,312021358,4.7,6.3,6.9,6.9
Smoothed unemployment rate (%),Airlie - Whitsundays,312031359,2.4,3.3,3.6,3.8
Smoothed unemployment rate (%),Proserpine,312031361,4,5.4,5.9,6
Smoothed unemployment rate (%),Beachmere - Sandstone Point,313011362,8.6,8.3,8,7.2
Smoothed unemployment rate (%),Bribie Island,313011363,9.9,9.5,9,8.2
Smoothed unemployment rate (%),Burpengary - East,313021364,3.9,3.8,3.6,3.3
Smoothed unemployment rate (%),Caboolture,313021365,15.7,15.3,15,13.6
Smoothed unemployment rate (%),Caboolture - South,313021366,15.4,15,14.5,13.3
Smoothed unemployment rate (%),Elimbah,313021367,4.3,4.3,4.6,4.4
Smoothed unemployment rate (%),Morayfield - East,313021368,10.9,10.7,10.8,10.1
Smoothed unemployment rate (%),Wamuran,313021369,3.5,3.5,3.6,3.3
Smoothed unemployment rate (%),Kilcoy,313031370,6.5,6.1,5.9,5.4
Smoothed unemployment rate (%),Woodford - D'Aguilar,313031371,5.5,5.2,5,4.6
Smoothed unemployment rate (%),Burpengary,313041372,6.7,6.6,6.6,6.2
Smoothed unemployment rate (%),Deception Bay,313041373,13.2,12.9,12.5,11.5
Smoothed unemployment rate (%),Morayfield,313041374,4.6,4.8,5,4.9
Smoothed unemployment rate (%),Narangba,313041375,4,3.9,3.9,3.4
Smoothed unemployment rate (%),Upper Caboolture,313041376,0,0,0,0
Smoothed unemployment rate (%),Clontarf,313051377,8.6,8.3,8,7.1
Smoothed unemployment rate (%),Margate - Woody Point,313051378,10.2,10,9.9,9.1
Smoothed unemployment rate (%),Redcliffe,313051379,9.7,9.4,9,8.3
Smoothed unemployment rate (%),Rothwell - Kippa-Ring,313051380,9.6,9.2,9,8.3
Smoothed unemployment rate (%),Scarborough - Newport - Moreton Island,313051542,4.7,4.5,4.2,3.8
Smoothed unemployment rate (%),Albany Creek,314011382,2.5,2.2,2.4,2.4
Smoothed unemployment rate (%),Cashmere,314011383,2.8,2.5,2.5,2.5
Smoothed unemployment rate (%),Dayboro,314011384,2.8,2.7,2.9,3.1
Smoothed unemployment rate (%),Eatons Hill,314011385,1.6,1.4,1.6,1.6
Smoothed unemployment rate (%),The Hills District,314011386,3.2,3,3.2,3.3
Smoothed unemployment rate (%),Samford Valley,314011387,1.8,1.5,1.7,1.8
Smoothed unemployment rate (%),Dakabin - Kallangur,314021388,9.8,9,9.7,10.2
Smoothed unemployment rate (%),Murrumba Downs - Griffin,314021389,4.9,4.3,4.5,4.6
Smoothed unemployment rate (%),North Lakes - Mango Hill,314021390,4.3,3.9,4.2,4.5
Smoothed unemployment rate (%),Bray Park,314031391,7.5,6.9,7.6,8.2
Smoothed unemployment rate (%),Lawnton,314031392,11.2,10.5,11.4,12
Smoothed unemployment rate (%),Petrie,314031393,6.9,6.2,6.5,6.8
Smoothed unemployment rate (%),Strathpine - Brendale,314031394,12.8,11.7,12.3,12.7
Smoothed unemployment rate (%),Cape York,315011396,26.3,28.1,24.9,22.6
Smoothed unemployment rate (%),Croydon - Etheridge,315011397,7.6,8,6.9,6.1
Smoothed unemployment rate (%),Kowanyama - Pormpuraaw,315011398,58.9,64.3,59.6,56.4
Smoothed unemployment rate (%),Northern Peninsula,315011399,23.4,25.6,22.2,19.4
Smoothed unemployment rate (%),Tablelands,315011400,9.9,10.7,9.7,8.7
Smoothed unemployment rate (%),Torres,315011401,13.5,14.4,12.4,10.7
Smoothed unemployment rate (%),Torres Strait Islands,315011402,44.8,46.8,39.7,35.4
Smoothed unemployment rate (%),Weipa,315011403,2,2.4,2.2,2.1
Smoothed unemployment rate (%),Carpentaria,315021404,35,37.1,32.7,29.5
Smoothed unemployment rate (%),Mount Isa,315021405,10.2,10.7,9.3,8.2
Smoothed unemployment rate (%),Mount Isa Region,315021406,7.3,7.6,6.8,6.1
Smoothed unemployment rate (%),Northern Highlands,315021407,5.2,5.1,4.2,3.7
Smoothed unemployment rate (%),Barcaldine - Blackall,315031408,4.8,4.8,4.1,3.7
Smoothed unemployment rate (%),Charleville,315031409,7.5,7.8,6.9,6.1
Smoothed unemployment rate (%),Far Central West,315031410,4.1,3.8,3.1,2.7
Smoothed unemployment rate (%),Far South West,315031411,10.5,10.9,9.9,8.9
Smoothed unemployment rate (%),Longreach,315031412,4.3,4.2,3.6,3
Smoothed unemployment rate (%),Buderim - North,316011413,4.8,4.6,4.4,4.6
Smoothed unemployment rate (%),Buderim - South,316011414,4,3.8,3.7,3.9
Smoothed unemployment rate (%),Mountain Creek,316011415,4,3.9,3.7,3.9
Smoothed unemployment rate (%),Sippy Downs,316011416,6.5,6.4,6.5,7
Smoothed unemployment rate (%),Aroona - Currimundi,316021417,6.8,6.5,6.2,6.5
Smoothed unemployment rate (%),Buddina - Minyama,316021418,4.5,4.5,4.4,4.6
Smoothed unemployment rate (%),Caloundra - Kings Beach,316021419,12.9,12.2,11.4,11.7
Smoothed unemployment rate (%),Caloundra - West,316021420,6.1,6,6,6.4
Smoothed unemployment rate (%),Golden Beach - Pelican Waters,316021421,4.7,4.5,4.2,4.3
Smoothed unemployment rate (%),Moffat Beach - Battery Hill,316021422,6,5.6,5.7,6.4
Smoothed unemployment rate (%),Parrearra - Warana,316021423,5.2,5.1,5,5.4
Smoothed unemployment rate (%),Wurtulla - Birtinya,316021424,4.9,4.9,4.7,4.9
Smoothed unemployment rate (%),Coolum Beach,316031425,5.5,5.1,4.8,5
Smoothed unemployment rate (%),Marcoola - Mudjimba,316031426,5.4,5.2,4.9,5.1
Smoothed unemployment rate (%),Maroochydore - Kuluin,316031427,8.1,7.9,7.7,8.1
Smoothed unemployment rate (%),Mooloolaba - Alexandra Headland,316031428,5.5,5.1,4.7,4.9
Smoothed unemployment rate (%),Noosa Heads,316051434,4.3,4,3.8,3.8
Smoothed unemployment rate (%),Noosaville,316051435,4.8,4.5,4.3,4.6
Smoothed unemployment rate (%),Sunshine Beach,316051437,4.2,3.8,3.3,3.5
Smoothed unemployment rate (%),Tewantin,316051438,7.3,7,6.7,7
Smoothed unemployment rate (%),Peregian Beach - Marcus Beach,316051543,0,0,0,0
Smoothed unemployment rate (%),Peregian Springs,316051544,0,0,0,0
Smoothed unemployment rate (%),Beerwah,316061439,7.7,7.3,6.8,7
Smoothed unemployment rate (%),Caloundra Hinterland,316061440,8.6,8.1,7.9,8.4
Smoothed unemployment rate (%),Glass House Mountains,316061441,6.2,6.1,6,6.3
Smoothed unemployment rate (%),Landsborough,316061442,6.6,6.4,6.3,6.7
Smoothed unemployment rate (%),Maroochy Hinterland,316061443,6.6,6.3,6.3,6.9
Smoothed unemployment rate (%),Palmwoods,316061444,5.9,5.7,5.6,6
Smoothed unemployment rate (%),Bli Bli,316071545,5.9,5.6,5.3,5.6
Smoothed unemployment rate (%),Diddillibah - Rosemount,316071546,5.4,4.9,4.4,4.4
Smoothed unemployment rate (%),Eumundi - Yandina,316071547,7.6,7.7,7.5,8
Smoothed unemployment rate (%),Nambour,316071548,10.6,10.3,10.3,10.9
Smoothed unemployment rate (%),Noosa Hinterland,316081549,6.6,6.4,6.1,6.5
Smoothed unemployment rate (%),Cambooya - Wyreema,317011445,2.4,2.2,2,2.1
Smoothed unemployment rate (%),Darling Heights,317011446,6.3,5.8,5.2,5
Smoothed unemployment rate (%),Drayton - Harristown,317011447,8.5,7.9,7,7.3
Smoothed unemployment rate (%),Gatton,317011448,6.1,5.4,4.7,4.4
Smoothed unemployment rate (%),Gowrie (Qld),317011449,2.5,2.2,1.9,1.9
Smoothed unemployment rate (%),Highfields,317011450,1.7,1.5,1.2,1.2
Smoothed unemployment rate (%),Lockyer Valley - West,317011451,3.2,2.9,2.7,2.7
Smoothed unemployment rate (%),Middle Ridge,317011452,2.7,2.3,1.8,1.4
Smoothed unemployment rate (%),Newtown (Qld),317011453,9.7,9,8.1,8.7
Smoothed unemployment rate (%),North Toowoomba - Harlaxton,317011454,11.2,10.4,9.2,9.5
Smoothed unemployment rate (%),Rangeville,317011455,3,2.8,2.4,2.2
Smoothed unemployment rate (%),Toowoomba - Central,317011456,7.7,7.2,6.6,7.1
Smoothed unemployment rate (%),Toowoomba - East,317011457,4.6,4.1,3.7,3.8
Smoothed unemployment rate (%),Toowoomba - West,317011458,2.5,2.3,2,2
Smoothed unemployment rate (%),Wilsonton,317011459,9.6,8.9,7.8,7.9
Smoothed unemployment rate (%),Ayr,318011460,8,7.2,7.6,8.6
Smoothed unemployment rate (%),Burdekin,318011461,5,4.4,4.5,4.9
Smoothed unemployment rate (%),Charters Towers,318011462,12.9,11.6,11.9,13
Smoothed unemployment rate (%),Dalrymple,318011463,4.2,3.5,3.4,3.6
Smoothed unemployment rate (%),Ingham,318011464,13.1,11.8,12.6,14.1
Smoothed unemployment rate (%),Ingham Region,318011465,4.7,4.4,4.8,5.3
Smoothed unemployment rate (%),Palm Island,318011466,45.1,43.5,50.9,59.3
Smoothed unemployment rate (%),Aitkenvale,318021467,14,12.6,12.9,13.9
Smoothed unemployment rate (%),Annandale,318021468,2.6,2.4,2.5,2.7
Smoothed unemployment rate (%),Belgian Gardens - Pallarenda,318021469,5.9,5.3,5.2,5.3
Smoothed unemployment rate (%),Bohle Plains,318021470,2.2,2,2.1,2.1
Smoothed unemployment rate (%),Condon - Rasmussen,318021471,13.1,12,12.4,13.7
Smoothed unemployment rate (%),Cranbrook,318021472,11.1,10.4,11,12.4
Smoothed unemployment rate (%),Deeragun,318021473,4.2,3.7,3.7,4
Smoothed unemployment rate (%),Douglas,318021474,3.1,2.9,3,3.2
Smoothed unemployment rate (%),Garbutt - West End,318021475,12.7,11.9,12.5,14.1
Smoothed unemployment rate (%),Gulliver - Currajong - Vincent,318021476,13.9,12.8,13.2,14.2
Smoothed unemployment rate (%),Heatley,318021477,15,13.6,14,15.8
Smoothed unemployment rate (%),Hermit Park - Rosslea,318021478,11.5,10.1,9.8,10.3
Smoothed unemployment rate (%),Hyde Park - Pimlico,318021479,12.7,11.6,11.7,12.8
Smoothed unemployment rate (%),Kelso,318021480,12.2,11.1,11.3,12.2
Smoothed unemployment rate (%),Kirwan - East,318021481,12.5,11.7,12.3,13.5
Smoothed unemployment rate (%),Kirwan - West,318021482,4.9,4.5,4.5,5
Smoothed unemployment rate (%),Magnetic Island,318021483,8.4,7.2,7.3,7.8
Smoothed unemployment rate (%),Mount Louisa,318021484,5,4.6,4.6,4.9
Smoothed unemployment rate (%),Mundingburra,318021485,9.2,7.9,7.8,8.6
Smoothed unemployment rate (%),Northern Beaches,318021486,6.5,5.9,5.9,6.5
Smoothed unemployment rate (%),Oonoonba,318021487,3.4,2.9,2.8,2.9
Smoothed unemployment rate (%),South Townsville - Railway Estate,318021488,13,10.3,8.8,8.8
Smoothed unemployment rate (%),Townsville - South,318021489,3.6,3.3,3.3,3.4
Smoothed unemployment rate (%),Townsville City - North Ward,318021490,6,6,6.6,7.4
Smoothed unemployment rate (%),Wulguru - Roseneath,318021491,9.1,8.4,8.2,9
Smoothed unemployment rate (%),Ashfield - Kepnock,319011492,6.2,5.7,5.6,5.8
Smoothed unemployment rate (%),Bargara - Burnett Heads,319011493,4.5,4.2,4.2,4.4
Smoothed unemployment rate (%),Branyan - Kensington,319011494,4.2,4.1,4.1,4.6
Smoothed unemployment rate (%),Bundaberg,319011495,15.7,14.8,14.9,16
Smoothed unemployment rate (%),Bundaberg East - Kalkie,319011496,5.7,5.5,5.6,6.3
Smoothed unemployment rate (%),Bundaberg North - Gooburrum,319011497,7.7,7.5,7.8,8.6
Smoothed unemployment rate (%),Bundaberg Region - North,319011498,6.2,5.8,5.8,6.4
Smoothed unemployment rate (%),Bundaberg Region - South,319011499,6.9,6.7,6.8,7.4
Smoothed unemployment rate (%),Millbank - Avoca,319011500,6.7,6.4,6.4,7
Smoothed unemployment rate (%),Svensson Heights - Norville,319011501,8.9,8.5,8.4,9.2
Smoothed unemployment rate (%),Walkervale - Avenell Heights,319011502,9,8.7,8.8,9.4
Smoothed unemployment rate (%),Gayndah - Mundubbera,319021503,4,3.8,3.8,4.2
Smoothed unemployment rate (%),Gin Gin,319021504,10.6,10.2,10.3,11.2
Smoothed unemployment rate (%),Kingaroy,319021505,6.6,6.3,6.3,6.7
Smoothed unemployment rate (%),Kingaroy Region - North,319021506,10.6,10.6,11,12.4
Smoothed unemployment rate (%),Kingaroy Region - South,319021507,3.6,3.4,3.4,3.9
Smoothed unemployment rate (%),Monto - Eidsvold,319021508,4.6,4.6,4.9,5.6
Smoothed unemployment rate (%),Nanango,319021509,9.6,9.4,9.8,10.9
Smoothed unemployment rate (%),Cooloola,319031511,9,8.5,8.6,9.2
Smoothed unemployment rate (%),Gympie - North,319031512,9.8,9.3,9.3,10
Smoothed unemployment rate (%),Gympie - South,319031513,5.8,5.5,5.5,5.9
Smoothed unemployment rate (%),Gympie Region,319031514,5.2,5,4.9,5.2
Smoothed unemployment rate (%),Kilkivan,319031515,6.4,6,5.7,6
Smoothed unemployment rate (%),Booral - River Heads,319041516,5.8,5.5,5.2,5.5
Smoothed unemployment rate (%),Craignish - Dundowran Beach,319041517,4.9,4.3,4,4
Smoothed unemployment rate (%),Pialba - Eli Waters,319041518,8.9,8.4,8.3,8.9
Smoothed unemployment rate (%),Point Vernon,319041519,9.5,8.7,8.4,8.6
Smoothed unemployment rate (%),Torquay - Scarness - Kawungan,319041520,9.6,9.2,9,9.4
Smoothed unemployment rate (%),Urangan - Wondunna,319041521,7.6,7.4,7.3,7.7
Smoothed unemployment rate (%),Burrum - Fraser,319051522,8,7.8,8.1,8.8
Smoothed unemployment rate (%),Granville,319051523,10.9,10.3,10.2,11.1
Smoothed unemployment rate (%),Maryborough (Qld),319051524,12.2,11.8,12,13
Smoothed unemployment rate (%),Maryborough Region - South,319051525,7.7,7.5,7.7,8.4
Smoothed unemployment rate (%),Tinana,319051526,5.1,4.8,4.8,5.3
Smoothed unemployment rate (%),Adelaide,401011001,8.9,9.7,10.8,11.2
Smoothed unemployment rate (%),North Adelaide,401011002,2.1,2.1,2.1,2
Smoothed unemployment rate (%),Adelaide Hills,401021003,3.7,3.8,3.8,3.9
Smoothed unemployment rate (%),Aldgate - Stirling,401021004,2.6,2.7,2.8,2.8
Smoothed unemployment rate (%),Hahndorf - Echunga,401021005,2.8,3,3.3,3.5
Smoothed unemployment rate (%),Lobethal - Woodside,401021006,4.8,5.2,5.5,5.8
Smoothed unemployment rate (%),Mount Barker,401021007,7.6,8,8.3,8.6
Smoothed unemployment rate (%),Mount Barker Region,401021008,4,4.4,5,5.3
Smoothed unemployment rate (%),Nairne,401021009,5.6,6.1,6.4,6.6
Smoothed unemployment rate (%),Uraidla - Summertown,401021010,3.4,3.6,3.7,3.8
Smoothed unemployment rate (%),Burnside - Wattle Park,401031011,2.4,2.5,2.6,2.6
Smoothed unemployment rate (%),Glenside - Beaumont,401031012,1.8,2,2.2,2.2
Smoothed unemployment rate (%),Toorak Gardens,401031013,2.6,2.7,2.9,3
Smoothed unemployment rate (%),Athelstone,401041014,3.7,3.7,3.7,3.8
Smoothed unemployment rate (%),Paradise - Newton,401041015,6.3,6.6,6.9,7.1
Smoothed unemployment rate (%),Rostrevor - Magill,401041016,4.8,4.9,5.1,5.2
Smoothed unemployment rate (%),Norwood (SA),401051017,4.9,5.1,5.4,5.5
Smoothed unemployment rate (%),Payneham - Felixstow,401051018,5.3,5.5,5.6,5.7
Smoothed unemployment rate (%),St Peters - Marden,401051019,3.7,3.8,4.1,4.2
Smoothed unemployment rate (%),Nailsworth - Broadview,401061020,3.1,3.4,3.6,3.7
Smoothed unemployment rate (%),Prospect,401061021,4.6,4.8,5.1,5.2
Smoothed unemployment rate (%),Walkerville,401061022,3.7,3.8,3.9,3.9
Smoothed unemployment rate (%),Goodwood - Millswood,401071023,3.6,3.7,3.7,3.7
Smoothed unemployment rate (%),Unley - Parkside,401071024,2.7,2.8,2.9,3
Smoothed unemployment rate (%),Gawler - North,402011025,3.2,3.3,3.5,3.5
Smoothed unemployment rate (%),Gawler - South,402011026,6.4,6.6,7.1,7.3
Smoothed unemployment rate (%),Lewiston - Two Wells,402011027,4.1,4.2,4.6,4.6
Smoothed unemployment rate (%),Craigmore - Blakeview,402021028,5.7,5.9,6.3,6.6
Smoothed unemployment rate (%),Davoren Park,402021029,17.2,17.4,18.7,19.3
Smoothed unemployment rate (%),Elizabeth,402021030,33.9,34.4,36.9,38.4
Smoothed unemployment rate (%),Elizabeth East,402021031,14.1,14.3,15.4,16.1
Smoothed unemployment rate (%),Munno Para West - Angle Vale,402021032,6.4,6.6,7,7.2
Smoothed unemployment rate (%),One Tree Hill,402021033,2.1,2.2,2.4,2.4
Smoothed unemployment rate (%),Smithfield - Elizabeth North,402021034,24.1,24.6,26.2,26.8
Smoothed unemployment rate (%),Virginia - Waterloo Corner,402021035,5.1,5.3,5.7,5.8
Smoothed unemployment rate (%),Enfield - Blair Athol,402031036,8.1,8.2,8.7,8.8
Smoothed unemployment rate (%),Northgate - Oakden - Gilles Plains,402031037,4.8,4.9,5.2,5.3
Smoothed unemployment rate (%),Windsor Gardens,402031038,4.5,4.5,4.8,4.7
Smoothed unemployment rate (%),Ingle Farm,402041040,6.5,6.6,7,7.2
Smoothed unemployment rate (%),Para Hills,402041041,6.2,6.3,6.8,7
Smoothed unemployment rate (%),Parafield Gardens,402041043,8.6,8.8,9.3,9.5
Smoothed unemployment rate (%),Paralowie,402041044,8.9,9.2,9.9,10.1
Smoothed unemployment rate (%),Salisbury,402041046,14.6,15.2,16.2,17
Smoothed unemployment rate (%),Salisbury East,402041047,7,7.2,7.5,7.5
Smoothed unemployment rate (%),Salisbury North,402041048,11.6,12,12.7,13
Smoothed unemployment rate (%),Mawson Lakes - Globe Derby Park,402041171,0,0,0,0
Smoothed unemployment rate (%),Pooraka - Cavan,402041172,0,0,0,0
Smoothed unemployment rate (%),Golden Grove,402051049,2.4,2.5,2.7,2.6
Smoothed unemployment rate (%),Greenwith,402051050,3,3,3.2,3
Smoothed unemployment rate (%),Highbury - Dernancourt,402051051,2.2,2.3,2.5,2.5
Smoothed unemployment rate (%),Hope Valley - Modbury,402051052,5.3,5.4,5.8,5.9
Smoothed unemployment rate (%),Modbury Heights,402051053,3.2,3.2,3.4,3.4
Smoothed unemployment rate (%),Redwood Park,402051054,3,3.1,3.2,3.3
Smoothed unemployment rate (%),St Agnes - Ridgehaven,402051055,3.6,3.7,4,4
Smoothed unemployment rate (%),Brighton (SA),403011056,2.7,2.5,2.6,2.6
Smoothed unemployment rate (%),Glenelg (SA),403011057,2.9,2.7,2.7,2.8
Smoothed unemployment rate (%),Edwardstown,403021058,6.3,5.7,5.4,5.4
Smoothed unemployment rate (%),Hallett Cove,403021059,3.1,3,3,3.1
Smoothed unemployment rate (%),Marino - Seaview Downs,403021060,3.2,3,3.1,3.3
Smoothed unemployment rate (%),Mitchell Park,403021061,8.3,7.8,7.6,8.1
Smoothed unemployment rate (%),Morphettville,403021062,5.3,4.8,4.8,5
Smoothed unemployment rate (%),Sheidow Park - Trott Park,403021063,2.9,2.9,2.9,3.1
Smoothed unemployment rate (%),Warradale,403021064,7,6.5,6.5,6.9
Smoothed unemployment rate (%),Belair,403031065,2,1.8,1.7,1.7
Smoothed unemployment rate (%),Bellevue Heights,403031066,3.8,3.3,3.1,3.1
Smoothed unemployment rate (%),Blackwood,403031067,2.2,1.9,1.8,1.9
Smoothed unemployment rate (%),Colonel Light Gardens,403031068,2.5,2.4,2.5,2.5
Smoothed unemployment rate (%),Mitcham (SA),403031069,2,1.7,1.7,1.7
Smoothed unemployment rate (%),Panorama,403031070,4.4,3.9,3.9,4
Smoothed unemployment rate (%),Aberfoyle Park,403041071,4.3,3.9,3.6,3.7
Smoothed unemployment rate (%),Aldinga,403041072,9.4,8.6,8.3,8.7
Smoothed unemployment rate (%),Christie Downs,403041073,18.9,17.9,18.1,19.2
Smoothed unemployment rate (%),Christies Beach,403041074,12.8,11.7,11.4,11.6
Smoothed unemployment rate (%),Clarendon,403041075,1.9,1.8,1.8,1.8
Smoothed unemployment rate (%),Coromandel Valley,403041076,1.8,1.5,1.5,1.7
Smoothed unemployment rate (%),Flagstaff Hill,403041077,3.2,2.9,2.9,3
Smoothed unemployment rate (%),Hackham - Onkaparinga Hills,403041078,9,8.4,8.5,8.9
Smoothed unemployment rate (%),Hackham West - Huntfield Heights,403041079,19.3,17.9,17.7,18.6
Smoothed unemployment rate (%),Happy Valley,403041080,3.8,3.4,3.4,3.5
Smoothed unemployment rate (%),McLaren Vale,403041083,3.3,3.2,3.3,3.5
Smoothed unemployment rate (%),Morphett Vale - East,403041084,10.4,9.8,9.9,10.5
Smoothed unemployment rate (%),Morphett Vale - West,403041085,12.6,11.6,11.5,12.1
Smoothed unemployment rate (%),Reynella,403041086,6.2,5.9,6,6.4
Smoothed unemployment rate (%),Seaford (SA),403041087,7.2,6.8,6.7,6.8
Smoothed unemployment rate (%),Willunga,403041088,3.5,3.6,3.9,4.1
Smoothed unemployment rate (%),Woodcroft,403041089,4,3.8,3.7,3.8
Smoothed unemployment rate (%),Beverley,404011090,5.1,4.8,4.9,5.1
Smoothed unemployment rate (%),Flinders Park,404011091,4.1,4,4.3,4.5
Smoothed unemployment rate (%),Henley Beach,404011092,2.4,2.3,2.5,2.6
Smoothed unemployment rate (%),Hindmarsh - Brompton,404011093,5.2,5,5.2,5.3
Smoothed unemployment rate (%),Royal Park - Hendon - Albert Park,404011094,6.1,6.1,6.7,7
Smoothed unemployment rate (%),Seaton - Grange,404011095,5.4,5.3,5.5,5.7
Smoothed unemployment rate (%),West Lakes,404011096,3.9,3.8,4,4.2
Smoothed unemployment rate (%),Woodville - Cheltenham,404011097,6.8,6.6,6.9,7
Smoothed unemployment rate (%),Largs Bay - Semaphore,404021099,4.6,4.5,4.9,5.2
Smoothed unemployment rate (%),North Haven,404021100,7,7,7.5,7.6
Smoothed unemployment rate (%),Port Adelaide,404021101,10.3,10.2,10.6,10.8
Smoothed unemployment rate (%),The Parks,404021102,10.7,10.2,10.5,10.5
Smoothed unemployment rate (%),Fulham,404031105,2.2,2.5,3,3.2
Smoothed unemployment rate (%),Lockleys,404031106,3.6,3.5,3.8,3.9
Smoothed unemployment rate (%),Plympton,404031107,3.5,3.5,3.7,3.7
Smoothed unemployment rate (%),Richmond (SA),404031108,4.9,4.8,5.2,5.3
Smoothed unemployment rate (%),West Beach,404031109,1.9,1.7,1.9,2.1
Smoothed unemployment rate (%),Barossa - Angaston,405011110,3,3.2,3.3,3
Smoothed unemployment rate (%),Light,405011111,3.3,3.5,3.8,3.6
Smoothed unemployment rate (%),Lyndoch,405011112,2.5,2.6,2.9,2.7
Smoothed unemployment rate (%),Mallala,405011113,5.2,5.4,5.9,6.1
Smoothed unemployment rate (%),Nuriootpa,405011114,3.3,3.6,3.7,3.6
Smoothed unemployment rate (%),Tanunda,405011115,2.5,2.5,2.6,2.3
Smoothed unemployment rate (%),Clare,405021116,3.9,4.2,4.5,4.4
Smoothed unemployment rate (%),Gilbert Valley,405021117,4.3,4.5,4.8,4.6
Smoothed unemployment rate (%),Goyder,405021118,6.3,6.4,6.7,6.4
Smoothed unemployment rate (%),Wakefield - Barunga West,405021119,6.2,6.6,7.3,7.1
Smoothed unemployment rate (%),Jamestown,405031120,4.2,4.7,5.4,5.5
Smoothed unemployment rate (%),Peterborough - Mount Remarkable,405031121,7.8,8.3,8.7,8.3
Smoothed unemployment rate (%),Port Pirie,405031122,14.8,15.9,17.6,17.6
Smoothed unemployment rate (%),Port Pirie Region,405031123,5.7,6,6.4,6.5
Smoothed unemployment rate (%),Kadina,405041124,8.4,8.9,9.6,9.1
Smoothed unemployment rate (%),Moonta,405041125,8.6,8.8,9.5,9.2
Smoothed unemployment rate (%),Wallaroo,405041126,11.4,11.9,13.4,13.5
Smoothed unemployment rate (%),Yorke Peninsula - North,405041127,5.9,6.3,7,6.9
Smoothed unemployment rate (%),Yorke Peninsula - South,405041128,6.6,7.1,7.6,7.3
Smoothed unemployment rate (%),Ceduna,406011129,5.9,6.5,7.9,8.3
Smoothed unemployment rate (%),Eyre Peninsula,406011130,1.7,1.8,2.2,2.4
Smoothed unemployment rate (%),Kimba - Cleve - Franklin Harbour,406011131,1.4,1.6,2.1,2.1
Smoothed unemployment rate (%),Le Hunte - Elliston,406011132,1.9,2,2.3,2.5
Smoothed unemployment rate (%),Port Lincoln,406011133,3.4,3.8,4.9,5.3
Smoothed unemployment rate (%),West Coast (SA),406011134,4.3,4.7,5.8,6.3
Smoothed unemployment rate (%),Whyalla,406011136,6.3,6.8,8.8,9.7
Smoothed unemployment rate (%),APY Lands,406021138,12.2,14.4,21.4,24.5
Smoothed unemployment rate (%),Coober Pedy,406021139,9.1,9.5,12.4,13.6
Smoothed unemployment rate (%),Quorn - Lake Gilles,406021140,3.2,3.4,4.3,4.7
Smoothed unemployment rate (%),Outback,406021141,3.4,3.7,4.6,4.8
Smoothed unemployment rate (%),Port Augusta,406021142,6.8,7.4,9.6,10.5
Smoothed unemployment rate (%),Roxby Downs,406021143,0.8,0.9,1,1.1
Smoothed unemployment rate (%),Goolwa - Port Elliot,407011144,6.4,6.8,6.6,7
Smoothed unemployment rate (%),Kangaroo Island,407011145,3.2,3.4,3.1,3.1
Smoothed unemployment rate (%),Strathalbyn,407011146,3.8,4.1,3.9,3.8
Smoothed unemployment rate (%),Strathalbyn Region,407011147,3.4,3.6,3.6,3.6
Smoothed unemployment rate (%),Victor Harbor,407011148,6.6,7.1,7.1,7.2
Smoothed unemployment rate (%),Yankalilla,407011149,4.7,5.1,5.1,5
Smoothed unemployment rate (%),Grant,407021150,2.6,2.8,2.7,2.7
Smoothed unemployment rate (%),Kingston - Robe,407021151,2.2,2.3,2.1,2.1
Smoothed unemployment rate (%),Millicent,407021152,6.1,6.9,6.9,6.7
