sa2_maincode_2016,p_tot_total,p_pgrad_deg_total,p_graddip_and_gradcert_total,p_bachdeg_total,p_advdip_and_dip_total,p_cert_iii_iv_total,p_cert_i_ii_total,p_cert_lev_tot_total,post_grad_degree_percent,post_grad_dip_cert_percent,bach_degree_percent,diploma_percent,certificate_percent,bach_post_grad_percent
501021011,8,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.375,0.0
501021012,5152,96,104,674,664,2247,148,2600,0.018633540372670808,0.020186335403726708,0.13082298136645962,0.12888198757763975,0.5046583850931677,0.16964285714285715
501021014,3903,49,74,536,487,1487,113,1748,0.012554445298488343,0.018959774532410965,0.13733025877530106,0.12477581347681271,0.44786062003586985,0.16884447860620036
501021015,3033,68,55,425,383,1293,109,1538,0.02242004615891856,0.01813386086383119,0.14012528849324102,0.12627761292449718,0.5070886910649522,0.18067919551599076
501021016,1811,21,19,165,216,717,48,830,0.011595803423522915,0.010491441192711209,0.09110988404196577,0.11927112092766427,0.4583103257868581,0.11319712865819989
501021251,3982,153,123,798,579,1451,147,1748,0.03842290306378704,0.03088900050226017,0.20040180813661476,0.14540431943746862,0.4389753892516323,0.26971371170266195
501021252,1526,66,53,326,246,545,33,640,0.04325032765399738,0.03473132372214941,0.21363040629095675,0.16120576671035386,0.41939711664482304,0.2916120576671035
501021253,6365,313,235,1428,953,1900,154,2290,0.04917517674783975,0.036920659858601726,0.22435192458758837,0.1497250589159466,0.35978004713275724,0.31044776119402984
501021254,2125,45,39,252,258,836,76,1003,0.021176470588235293,0.01835294117647059,0.11858823529411765,0.12141176470588236,0.472,0.15811764705882353
501031017,2983,60,67,487,429,1036,77,1237,0.02011397921555481,0.022460610124036204,0.16325846463291988,0.1438149513912169,0.414683204827355,0.2058330539725109
501031018,2806,70,80,448,410,920,72,1105,0.024946543121881683,0.02851033499643621,0.15965787598004277,0.14611546685673557,0.3937990021382751,0.21311475409836064
501031019,2173,48,49,261,251,842,85,1017,0.02208927749654855,0.022549470777726646,0.12011044638748274,0.1155085135757018,0.46801656695812244,0.16474919466175794
501031020,2293,63,69,389,332,700,54,856,0.027474923680767552,0.03009158307893589,0.16964675098124726,0.14478848669864805,0.37331007413868295,0.22721325774095072
502011021,3309,90,79,456,534,1337,78,1562,0.027198549410698096,0.023874282260501662,0.13780598368087035,0.1613780598368087,0.47204593532789363,0.1888788153520701
502011022,4187,88,85,657,685,1645,102,1922,0.021017434917602103,0.02030093145450203,0.15691425841891568,0.16360162407451637,0.4590398853594459,0.19823262479101983
502011023,3985,85,60,451,551,1638,127,1944,0.02132998745294856,0.015056461731493099,0.11317440401505646,0.1382685069008783,0.4878293601003764,0.1495608531994981
502011024,8534,232,195,1377,1451,3117,199,3671,0.02718537614248887,0.022849777361143662,0.16135458167330677,0.17002577923599718,0.4301617061167096,0.2113897351769393
502011025,4353,126,94,636,574,1419,140,1737,0.028945554789800137,0.021594302779692168,0.14610613370089592,0.13186308293131174,0.3990351481736733,0.19664599127038823
502011026,2534,49,47,279,353,1103,85,1300,0.019337016574585635,0.018547750591949488,0.1101026045777427,0.1393054459352802,0.5130228887134964,0.1479873717442778
502011027,8030,250,202,1260,1279,3289,205,3808,0.031133250311332503,0.02515566625155666,0.1569115815691158,0.1592777085927771,0.47422166874221666,0.21320049813200498
502011028,4524,96,86,489,631,1671,111,2016,0.021220159151193633,0.01900972590627763,0.10809018567639257,0.13947833775419982,0.44562334217506633,0.14832007073386383
502011029,3946,52,63,395,472,1654,121,1938,0.013177901672579827,0.015965534718702483,0.10010136847440446,0.11961479979726306,0.49113025848960973,0.12924480486568676
503011030,3718,600,183,1631,500,292,23,383,0.16137708445400753,0.0492200107584723,0.43867670790747715,0.13448090371167296,0.10301237224314147,0.649273803119957
503011031,5127,753,235,2155,608,363,37,516,0.14686951433586892,0.04583577140628048,0.42032377608738053,0.11858786814901502,0.10064365125804564,0.61302906182953
503011032,4685,729,237,2135,556,326,27,446,0.15560298826040556,0.050586979722518674,0.45570971184631803,0.11867662753468516,0.0951974386339381,0.6618996798292422
503011033,4380,697,280,2049,547,348,45,456,0.1591324200913242,0.0639269406392694,0.4678082191780822,0.12488584474885844,0.10410958904109589,0.6908675799086758
503011034,6113,878,281,2518,734,546,52,721,0.14362833306069034,0.045967610011451006,0.4119090462947816,0.1200719777523311,0.11794536234254867,0.601504989366923
503011035,10967,2344,526,5175,1061,506,70,728,0.21373210540713047,0.04796206802224856,0.4718701559223124,0.09674477979392723,0.06638096106501322,0.7335643293516915
503011036,4914,801,286,2082,662,354,26,481,0.163003663003663,0.0582010582010582,0.4236874236874237,0.13471713471713473,0.09788359788359788,0.6448921448921449
503021037,10,4,0,4,0,0,0,0,0.4,0.0,0.4,0.0,0.0,0.8
503021038,6315,767,388,2588,793,881,64,1090,0.12145684877276326,0.061441013460015834,0.4098178939034046,0.12557403008709422,0.1726049089469517,0.5927157561361837
503021039,10036,1105,574,3807,1374,1329,118,1637,0.11010362694300518,0.05719410123555201,0.3793343961737744,0.13690713431646073,0.1631127939418095,0.5466321243523317
503021040,5195,560,295,2037,642,750,57,916,0.10779595765158806,0.05678537054860443,0.3921077959576516,0.12358036573628489,0.17632338787295476,0.5566891241578441
503021041,22665,2876,742,8135,2614,2459,189,3027,0.1268916832120009,0.032737701301566294,0.3589234502536951,0.11533200970659607,0.13355393778954336,0.5185528347672623
503021042,10638,1885,612,4369,1148,823,71,1093,0.17719496145892086,0.05752961082910321,0.41069749952998685,0.10791502162060537,0.10274487685655198,0.6454220718180109
503021043,11004,1501,533,4321,1451,1235,80,1539,0.13640494365685205,0.048436932024718285,0.3926753907669938,0.13186114140312613,0.13985823336968375,0.5775172664485642
504011044,7548,467,321,1935,1141,2120,149,2495,0.0618706942236354,0.042527821939586645,0.25635930047694755,0.15116587175410706,0.3305511393746688,0.3607578166401696
504011045,12342,958,548,3773,1860,2704,188,3238,0.07762113109706692,0.04440123156700697,0.3057040998217469,0.15070491006319883,0.2623561821422784,0.4277264624858208
504011046,7991,846,340,2735,1093,1371,99,1661,0.10586910274058316,0.042547866349643346,0.34226004254786635,0.13677887623576523,0.2078588411963459,0.49067701163809285
504011047,10381,625,261,2568,1617,3060,208,3621,0.06020614584336769,0.025142086504190347,0.24737501204122916,0.1557653405259609,0.34881032655813504,0.3327232443887872
504011048,3794,196,128,1027,656,1000,66,1208,0.05166051660516605,0.03373748023194518,0.2706905640484976,0.17290458618871904,0.3183974696889826,0.35608856088560886
504021049,3269,33,31,192,205,566,25,645,0.01009483022330988,0.00948302233098807,0.05873355766289385,0.06271030896298563,0.19730804527378404,0.0783114102171918
504021050,3876,346,241,1126,665,882,49,1059,0.0892672858617131,0.06217750257997936,0.29050567595459237,0.1715686274509804,0.27321981424148606,0.4419504643962848
504021051,2540,98,90,481,425,936,55,1108,0.03858267716535433,0.03543307086614173,0.1893700787401575,0.1673228346456693,0.43622047244094486,0.26338582677165356
504021052,8,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.375,0.0
504021053,6450,243,235,1312,1053,2224,110,2583,0.037674418604651164,0.03643410852713178,0.2034108527131783,0.16325581395348837,0.4004651162790698,0.2775193798449612
504021054,5425,157,147,853,836,1980,142,2330,0.02894009216589862,0.027096774193548386,0.15723502304147466,0.15410138248847927,0.4294930875576037,0.21327188940092165
504031055,3,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,1.0,0.0
504031056,7459,257,169,1484,1181,2774,200,3282,0.03445502078026545,0.022657192653170666,0.19895428341600752,0.1583322161147607,0.4400053626491487,0.2560664968494436
504031057,7795,308,129,1537,1166,2494,192,2961,0.03951250801796023,0.016549069916613212,0.19717767799871713,0.1495830660679923,0.37985888389993583,0.25323925593329055
504031058,2408,45,37,292,318,951,79,1122,0.018687707641196014,0.015365448504983389,0.1212624584717608,0.13205980066445183,0.4659468438538206,0.1553156146179402
504031059,15733,605,347,2902,2737,5681,434,6619,0.03845420453823174,0.022055552024407298,0.1844530604461959,0.17396555011758724,0.42070806584885273,0.24496281700883493
504031060,1396,74,33,257,237,478,31,573,0.05300859598853868,0.02363896848137536,0.1840974212034384,0.16977077363896848,0.41045845272206305,0.2607449856733524
504031061,2024,101,63,438,319,666,39,781,0.04990118577075099,0.031126482213438736,0.21640316205533597,0.15760869565217392,0.3858695652173913,0.2974308300395257
504031062,4830,207,116,1011,718,1568,116,1859,0.04285714285714286,0.02401656314699793,0.2093167701863354,0.14865424430641822,0.38488612836438924,0.2761904761904762
504031063,3,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,1.0,0.0
504031064,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
504031065,2369,70,46,352,372,878,65,1025,0.029548332629801603,0.019417475728155338,0.14858590122414522,0.1570282819755171,0.4326720135078092,0.19755170958210216
504031066,5346,248,145,1011,703,1405,151,1721,0.04638982416760194,0.027123082678638236,0.18911335578002245,0.13150018705574262,0.3219229330340441,0.26262626262626265
504031067,2765,80,58,401,449,1093,80,1307,0.028933092224231464,0.020976491862567812,0.1450271247739602,0.16238698010849908,0.47269439421338155,0.1949367088607595
504031068,4671,211,148,944,845,1601,107,1885,0.045172339970027835,0.03168486405480625,0.20209805180903448,0.18090344679940057,0.40355384286020124,0.27895525583386854
504031069,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
505011070,4851,177,126,1047,717,1857,109,2124,0.036487322201607914,0.025974025974025976,0.21583178726035868,0.14780457637600494,0.437847866419295,0.2782931354359926
505011071,6600,317,210,1567,1166,2239,171,2639,0.04803030303030303,0.031818181818181815,0.23742424242424243,0.17666666666666667,0.39984848484848484,0.31727272727272726
505011072,8031,676,432,2667,1377,1694,106,2067,0.08417382642261238,0.053791557713858795,0.3320881583862533,0.17146059021292492,0.25737766156144937,0.47005354252272447
505011073,6763,348,279,1788,1111,2022,135,2420,0.05145645423628567,0.041253881413573855,0.264379713145054,0.16427620878308444,0.3578293656661245,0.3570900487949135
505011074,5219,234,149,1102,926,1854,99,2145,0.0448361755125503,0.02854953056141023,0.21115156160183943,0.17742862617359648,0.41099827553171103,0.28453726767579995
505011075,5621,413,229,1808,1031,1319,61,1584,0.07347447073474471,0.04074008183597225,0.32165095178793807,0.18341932040562178,0.28180039138943247,0.43586550435865506
505011076,4327,305,173,1235,825,1222,66,1432,0.07048763577536399,0.03998151143979663,0.28541714813958863,0.19066327709729605,0.3309452276403975,0.39588629535474923
505011077,7291,494,262,1828,1276,2030,164,2423,0.06775476615004801,0.03593471403099712,0.2507200658345906,0.17501028665477986,0.3323275270881909,0.35440954601563573
505011078,6559,339,249,1744,1150,1887,108,2252,0.0516847080347614,0.0379631041317274,0.26589419118768104,0.17533160542765666,0.3433450221070285,0.35554200335416986
505011079,5852,354,229,1595,1012,1575,82,1863,0.06049213943950786,0.03913192071086808,0.2725563909774436,0.17293233082706766,0.3183526999316473,0.37218045112781956
505011080,4023,244,143,1104,716,1145,59,1368,0.06065125528212777,0.03554561272682078,0.2744220730797912,0.17797663435247327,0.3400447427293065,0.3706189410887398
505011081,4167,196,165,1090,645,1392,74,1604,0.04703623710103192,0.03959683225341973,0.26157907367410604,0.15478761699064075,0.38492920566354694,0.34821214302855774
505011082,5277,423,265,1743,905,1083,73,1338,0.0801591813530415,0.05021792685237825,0.33030130756111425,0.1714989577411408,0.2535531552018192,0.460678415766534
505011083,4562,249,179,1270,881,1324,89,1591,0.054581323980710215,0.0392371766768961,0.2783866725120561,0.19311705392371767,0.34875054800526084,0.37220517316966245
505021084,7692,399,268,1997,1211,2101,111,2472,0.05187207488299532,0.034841393655746226,0.2596203848153926,0.15743629745189808,0.3213728549141966,0.3463338533541342
505021085,8068,354,150,1583,1280,2215,255,2811,0.043877045116509666,0.018591968269707486,0.19620723847297966,0.15865146256817056,0.3484134853743183,0.25867625185919685
505021086,11877,870,480,3730,1875,2628,167,3211,0.07325082091437232,0.04041424602172266,0.3140523701271365,0.15786814852235412,0.27035446661614887,0.42771743706323145
505021087,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
505021088,9760,827,475,3216,1300,1944,117,2325,0.08473360655737705,0.048668032786885244,0.3295081967213115,0.13319672131147542,0.2382172131147541,0.4629098360655738
505021089,10676,962,549,3722,1706,1980,129,2430,0.09010865492693892,0.05142375421506182,0.34863244660921694,0.15979767703259648,0.22761333832896216,0.4901648557512177
505021090,9272,696,240,2513,1603,2052,145,2473,0.07506471095772217,0.025884383088869714,0.27103106125970666,0.172886108714409,0.2667169974115617,0.3719801553062985
505021091,7,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.42857142857142855,0.0
505021092,9748,811,440,3211,1451,1988,102,2359,0.08319655313910546,0.04513746409519902,0.3294009027492819,0.14885104636848584,0.24199835863766928,0.4577349199835864
505021093,7228,646,219,2353,1119,1531,99,1854,0.08937465412285556,0.030298837852794688,0.3255395683453237,0.15481460985058107,0.25650249031544,0.44521306032097396
505021094,4212,348,191,1500,675,790,49,983,0.08262108262108261,0.04534662867996201,0.3561253561253561,0.16025641025641027,0.23338081671415004,0.48409306742640074
505021095,7009,625,256,2435,1026,1383,106,1647,0.08917106577257812,0.036524468540447996,0.34741047224996435,0.14638322157226424,0.23498359252389783,0.47310600656299046
505021096,7758,1034,453,3170,1147,905,88,1189,0.13328177365300334,0.05839133797370456,0.40861046661510697,0.14784738334622324,0.15326114978087135,0.6002835782418149
505021097,8848,777,376,2908,1303,1623,115,1978,0.08781645569620253,0.042495479204339964,0.3286618444846293,0.14726491862567812,0.22355334538878843,0.4589737793851718
505031098,4458,162,83,803,705,1535,140,1860,0.03633916554508748,0.018618214445939883,0.18012561686855091,0.15814266487213996,0.41722745625841184,0.23508299685957829
505031099,9955,227,197,1439,1575,3590,279,4255,0.022802611752887995,0.019789050728277247,0.14455047714716224,0.1582119537920643,0.4274234053239578,0.1871421396283275
505031100,7463,298,186,1479,1369,2732,179,3186,0.03993032292643709,0.02492295323596409,0.19817767653758542,0.18343829559158514,0.4269060699450623,0.2630309526999866
505031101,6072,271,139,1165,1045,2100,166,2504,0.044631093544137024,0.022891963109354412,0.1918642951251647,0.1721014492753623,0.41238471673254284,0.25938735177865613
505031102,3246,90,48,545,447,1142,130,1410,0.027726432532347505,0.014787430683918669,0.16789895255699322,0.1377079482439926,0.4343807763401109,0.2104128157732594
505031103,11298,626,295,3047,2004,3306,255,3949,0.05540803682067623,0.026110816073641352,0.2696937511063905,0.177376526818906,0.3495308904230837,0.3512126040007081
505031104,4170,130,88,764,640,1408,101,1687,0.03117505995203837,0.021103117505995205,0.18321342925659473,0.15347721822541965,0.4045563549160672,0.2354916067146283
505031105,8968,416,250,1772,1567,3142,167,3656,0.0463871543264942,0.027876895628902765,0.1975914362176628,0.17473238180196254,0.40767172167707405,0.27185548617305977
505031106,4,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,0.0
505031107,6007,253,161,1318,1051,2115,126,2471,0.04211752954885967,0.02680206425836524,0.2194106875312136,0.17496254369901781,0.41135342100882305,0.28833028133843847
505031108,11782,449,294,2423,1868,4373,242,5070,0.03810897979969445,0.02495331862162621,0.205652690544899,0.15854693600407402,0.43031743337294176,0.26871498896621965
505031255,4018,125,79,736,702,1485,117,1719,0.031110004977600796,0.019661523145843702,0.1831757093081135,0.17471378795420608,0.42782478845196614,0.23394723743155799
505031256,341,8,7,65,38,108,12,135,0.02346041055718475,0.020527859237536656,0.1906158357771261,0.11143695014662756,0.39589442815249265,0.23460410557184752
505031257,1396,25,33,147,192,565,43,656,0.01790830945558739,0.02363896848137536,0.10530085959885387,0.13753581661891118,0.4699140401146132,0.14684813753581663
505031258,4090,84,68,510,639,1547,97,1831,0.020537897310513448,0.016625916870415647,0.12469437652811736,0.15623471882640586,0.4476772616136919,0.16185819070904645
506011110,7837,233,102,975,1057,2811,299,3424,0.029730764323082814,0.013015184381778741,0.12440985070817916,0.1348730381523542,0.43690187571774913,0.1671557994130407
506011111,3,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,1.0,0.0
506011112,2273,81,43,331,332,915,59,1067,0.03563572371315442,0.01891772987241531,0.14562252529696437,0.1460624725032996,0.46942366915970085,0.2001759788825341
506011113,9585,928,312,2977,1607,2560,169,2994,0.09681794470526865,0.032550860719874807,0.3105894627021388,0.16765779864371413,0.31236306729264474,0.4399582681272822
506011114,4801,182,109,791,701,1654,137,1982,0.03790876900645699,0.02270360341595501,0.16475734222037075,0.14601124765673817,0.41283066027910853,0.22536971464278274
506011115,3881,141,94,710,641,1453,79,1706,0.03633084256634888,0.024220561710899254,0.18294254058232415,0.16516361762432363,0.43957742849780984,0.24349394485957226
506011116,3599,164,133,824,641,1209,63,1405,0.04556821339260906,0.0369547096415671,0.22895248680188943,0.17810502917477078,0.39038621839399834,0.3114754098360656
506011117,4095,125,50,593,669,1714,139,2014,0.030525030525030524,0.01221001221001221,0.14481074481074482,0.16336996336996337,0.4918192918192918,0.18754578754578755
506021118,7318,430,196,1671,1054,1935,111,2283,0.05875922383164799,0.026783274118611644,0.22834107679693905,0.1440284230664116,0.31197048373872643,0.3138835747471987
506021119,9583,952,382,3087,1259,1730,126,2075,0.09934258582907232,0.0398622560784723,0.32213294375456536,0.13137848272983407,0.21652927058332463,0.46133778566211
506021120,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
506021121,28,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
506021122,13171,962,335,3444,1825,3102,199,3654,0.07303925290410751,0.025434667071596688,0.2614835623718776,0.1385619922557133,0.27742768202869944,0.3599574823475818
506021123,8820,1011,346,2924,1359,1498,125,1796,0.11462585034013606,0.03922902494331066,0.33151927437641726,0.1540816326530612,0.2036281179138322,0.4853741496598639
506031124,11122,1125,321,3394,1538,1741,156,2162,0.10115087214529761,0.028861715518791586,0.305160942276569,0.13828448120841574,0.19438949829167415,0.43517352994065817
506031125,4818,429,190,1506,809,1172,105,1414,0.08904109589041095,0.039435450394354504,0.3125778331257783,0.16791199667911996,0.2934827729348277,0.4410543794105438
506031126,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
506031127,9265,975,231,2961,1435,1823,161,2217,0.1052347544522396,0.024932541824069076,0.31958985429034,0.1548839719373988,0.23928764166216945,0.44975715056664867
506031128,6819,495,224,1894,1035,1912,127,2253,0.07259128904531456,0.03284939140636457,0.2777533362663147,0.1517817861856577,0.33040035195776507,0.38319401671799386
506031129,7184,920,301,2618,1065,1136,77,1432,0.12806236080178174,0.041898663697104675,0.36442093541202675,0.14824610244988864,0.19933184855233854,0.5343819599109132
506031130,15,0,0,0,0,6,0,6,0.0,0.0,0.0,0.0,0.4,0.0
506031131,9084,1098,376,3270,1478,1647,140,2025,0.12087186261558784,0.041391457507705856,0.35997357992073975,0.162703654777631,0.22291941875825627,0.5222369000440334
506041132,8244,584,157,1993,1204,2452,183,2938,0.07083939835031539,0.019044153323629305,0.24175157690441534,0.146045608927705,0.356380397865114,0.33163512857836003
506041133,11281,1121,266,3301,1588,2415,186,2896,0.09937062317170464,0.023579469905150252,0.29261590284549244,0.14076766244127295,0.2567148302455456,0.41556599592234733
506041134,8328,306,116,1225,1159,2980,287,3567,0.03674351585014409,0.013928914505283382,0.14709414024975984,0.13916906820365033,0.42831412103746397,0.19776657060518732
506041135,8246,594,199,2026,1364,2647,201,3122,0.07203492602473927,0.02413291292747999,0.24569488236720835,0.16541353383458646,0.37860780984719866,0.3418627213194276
506041136,5693,258,79,970,874,1908,167,2299,0.04531881257684876,0.013876690672756016,0.17038468294396628,0.15352186896188302,0.4038292640084314,0.22958018619357104
506041137,10197,504,269,2188,1669,3387,265,4049,0.04942630185348632,0.026380307933705993,0.2145729136020398,0.16367559086005687,0.39707757183485337,0.2903795233892321
506051138,8297,401,170,1652,1283,2980,202,3515,0.04833072194769194,0.02048933349403399,0.1991081113655538,0.15463420513438592,0.42364710136193806,0.26792816680727977
506051139,5299,112,128,819,769,2153,125,2473,0.021136063408190225,0.024155501037931685,0.154557463672391,0.14512172107944896,0.4666918286469145,0.19984902811851293
506051140,7749,463,302,1890,1366,2190,131,2616,0.059749645115498774,0.038972770680087754,0.24390243902439024,0.17628081042715188,0.33759194734804493,0.3426248548199768
506051141,5719,306,252,1342,969,1705,105,2024,0.05350585766742438,0.044063647490820076,0.23465640846301802,0.16943521594684385,0.3539080258786501,0.33222591362126247
506061142,6915,224,138,1027,1137,3006,196,3453,0.032393347794649315,0.019956616052060738,0.1485177151120752,0.16442516268980478,0.4993492407809111,0.20086767895878524
506061143,2736,71,69,416,383,1167,83,1363,0.025950292397660817,0.025219298245614034,0.15204678362573099,0.13998538011695907,0.49817251461988304,0.20321637426900585
506061144,2286,38,36,281,277,759,41,878,0.016622922134733157,0.015748031496062992,0.12292213473315836,0.12117235345581802,0.38407699037620296,0.1552930883639545
506071145,8640,1038,422,3265,1150,1249,95,1540,0.12013888888888889,0.04884259259259259,0.37789351851851855,0.13310185185185186,0.17824074074074073,0.546875
506071146,6100,787,293,2119,845,825,74,1055,0.12901639344262295,0.0480327868852459,0.34737704918032786,0.13852459016393442,0.17295081967213113,0.5244262295081967
506071147,10156,1388,511,3805,1322,1184,99,1527,0.13666797951949586,0.050315084679007485,0.37465537613233557,0.1301693580149665,0.1503544702638834,0.5616384403308389
507011148,8272,611,300,2316,1331,2387,182,2830,0.07386363636363637,0.0362669245647969,0.2799806576402321,0.16090425531914893,0.3421179883945841,0.3901112185686654
507011150,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
507011151,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
507011152,4147,153,110,867,670,1502,80,1732,0.036894140342416205,0.026525198938992044,0.20906679527369182,0.1615625753556788,0.41765131420303836,0.27248613455510007
507011153,3995,251,136,974,569,1149,82,1392,0.06282853566958699,0.03404255319148936,0.24380475594493117,0.14242803504380475,0.34843554443053815,0.3406758448060075
507011154,5351,310,190,1169,730,1457,112,1739,0.05793309661745468,0.03550738179779481,0.2184638385348533,0.13642309848626424,0.3249859839282377,0.3119043169501028
507011155,8,0,0,0,0,4,0,4,0.0,0.0,0.0,0.0,0.5,0.0
507011158,1483,126,51,418,247,316,14,364,0.08496291301416048,0.03438975050573163,0.2818610923803102,0.1665542818610924,0.2454484153742414,0.4012137559002023
507011159,5602,324,186,1367,773,1727,121,2048,0.057836486968939664,0.03320242770439129,0.24401999285969297,0.1379864334166369,0.3655837200999643,0.3350589075330239
507011160,4820,175,116,817,668,1682,104,1981,0.03630705394190872,0.024066390041493777,0.1695020746887967,0.13858921161825727,0.4109958506224066,0.22987551867219916
507011161,7341,562,227,2019,1184,2023,148,2406,0.07655632747582074,0.03092221768151478,0.275030649775235,0.16128592834763655,0.32774826317940337,0.3825091949325705
507011163,3462,121,106,608,501,1325,84,1529,0.034950895436164066,0.030618139803581745,0.1756210283073368,0.14471403812824957,0.4416522241478914,0.2411900635470826
507011259,3845,191,108,869,598,1299,90,1530,0.049674902470741224,0.02808842652795839,0.22600780234070222,0.15552665799739923,0.39791937581274384,0.3037711313394018
507011260,1323,75,59,361,228,353,21,410,0.05668934240362812,0.044595616024187455,0.27286470143613,0.17233560090702948,0.30990173847316704,0.3741496598639456
507021164,4362,494,269,1608,632,602,44,766,0.11325080238422743,0.06166895919303072,0.3686382393397524,0.1448876662081614,0.1756075194864741,0.5435580009170106
507021165,9403,1166,502,3055,1161,1336,89,1610,0.12400297777305115,0.05338721684568755,0.32489630968839733,0.1234712325853451,0.1712219504413485,0.5022865043071361
507021166,7894,798,370,2442,1034,1593,100,1932,0.10108943501393464,0.046871041297187735,0.30934887256143906,0.13098555865214087,0.24474284266531543,0.4573093488725614
507021167,12,0,0,0,0,5,0,5,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
507031169,6530,453,189,1660,1031,2023,157,2358,0.06937212863705973,0.028943338437978562,0.2542113323124043,0.15788667687595712,0.36110260336906586,0.3525267993874426
507031170,3165,72,53,397,384,1163,128,1436,0.022748815165876776,0.016745655608214848,0.12543443917851502,0.12132701421800948,0.4537124802527646,0.16492890995260664
507031172,31,0,0,3,4,14,5,17,0.0,0.0,0.0967741935483871,0.12903225806451613,0.5483870967741935,0.0967741935483871
507031173,15,0,0,0,0,8,5,13,0.0,0.0,0.0,0.0,0.8666666666666667,0.0
507031174,4463,92,75,504,542,1666,158,2021,0.020613936813802376,0.016804839793860632,0.11292852341474345,0.12144297557696616,0.4528344163118978,0.15034730002240645
507031261,3590,125,84,613,364,968,62,1103,0.034818941504178275,0.0233983286908078,0.17075208913649026,0.10139275766016713,0.3072423398328691,0.22896935933147633
507041175,6514,839,337,2560,949,790,60,1018,0.1287995087503838,0.05173472520724593,0.39299969296898984,0.14568621430764508,0.15627878415719987,0.5735339269266196
507041176,2066,243,87,816,313,329,21,413,0.11761858664085188,0.04211035818005808,0.39496611810261373,0.15150048402710553,0.1999031945788964,0.5546950629235237
507041177,7674,625,427,2465,1151,1572,97,1894,0.08144383633046651,0.05564242898097472,0.3212144904873599,0.14998696898618713,0.24680740161584572,0.45830075579880114
507041178,8235,986,425,3107,1249,1182,89,1506,0.11973284760170005,0.05160898603521554,0.3772920461445052,0.1516697024893746,0.18287795992714026,0.5486338797814208
507041179,4265,511,235,1507,660,641,50,819,0.1198124267291911,0.05509964830011723,0.3533411488862837,0.15474794841735054,0.19202813599062132,0.528253223915592
507041180,5666,489,274,1943,1014,1205,84,1471,0.08630427109071656,0.04835863042710907,0.3429226967878574,0.17896223085068833,0.2596187786798447,0.47758559830568303
507041181,8691,751,402,2968,1365,1671,99,2066,0.08641123000805431,0.04625474628926476,0.3415027039466114,0.15705902657921988,0.23771717869059947,0.4741686802439305
507041182,6745,585,238,2167,1049,1284,104,1602,0.08673091178650852,0.035285396590066714,0.3212750185322461,0.15552260934025203,0.23750926612305412,0.44329132690882134
507041183,2333,127,106,639,341,575,39,698,0.05443634804972139,0.04543506215173596,0.2738962708958423,0.14616373767681098,0.2991855979425632,0.37376768109729963
507041184,3212,372,154,1351,490,422,36,553,0.11581569115815692,0.04794520547945205,0.42061021170610213,0.15255292652552926,0.17216687422166874,0.5843711083437111
507051185,14928,401,318,2356,2359,5896,419,6857,0.026862272240085746,0.02130225080385852,0.15782422293676313,0.15802518756698822,0.45933815648445875,0.2059887459807074
507051186,3547,58,59,315,481,1544,155,1837,0.01635184663095574,0.016633775021144628,0.08880744290950099,0.13560755568085706,0.5179024527769946,0.12179306456160136
507051187,5862,122,95,689,957,2395,184,2818,0.020812009553053564,0.016206073012623678,0.1175366769020812,0.1632548618219038,0.48072330262708973,0.15455475946775846
507051188,7595,173,119,900,999,2831,189,3312,0.022778143515470705,0.01566820276497696,0.1184990125082291,0.1315339038841343,0.4360763660302831,0.15694535878867677
507051189,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
507051190,5633,189,142,841,912,2065,146,2449,0.03355228120007101,0.025208592224391976,0.14929877507544825,0.16190307118764424,0.43475945322208415,0.20805964849991124
507051191,8682,232,217,1445,1439,3589,216,4107,0.026721953466943102,0.024994240958304537,0.16643630499884818,0.16574521999539277,0.4730476848652384,0.21815249942409584
507051192,5460,113,105,722,818,2318,149,2685,0.020695970695970695,0.019230769230769232,0.13223443223443224,0.1498168498168498,0.49175824175824173,0.17216117216117216
507051193,4643,95,80,546,654,2013,143,2331,0.02046090889511092,0.01723023906956709,0.11759638164979538,0.14085720439371097,0.5020460908895111,0.1552875296144734
509011225,6931,258,243,1327,1113,2100,192,2571,0.037224065791372093,0.03505987591978069,0.1914586639734526,0.16058288847208196,0.37094214399076614,0.2637426056846054
